姓名,字,日文,简体,拼音,假名,女,異民族,"S01
身體","S01
知力","S01
武力","S01
魅力","S01
運勢","S02
知力","S02
武力","S02
魅力","S03
陸指","S03
水指","S03
武力","S03
知力","S03
政治","S03
魅力","S04
統率","S04
武力","S04
知力","S04
政治","S04
魅力","S05
武力","S05
知力","S05
政治","S05
魅力","S06
統率","S06
武力","S06
知力","S06
政治","S06
魅力","S07
武力","S07
知力","S07
政治","S07
魅力","S08
武力","S08
知力","S08
政治","S08
魅力","S09
統率","S09
武力","S09
知力","S09
政治","S10
統率","S10
武力","S10
知力","S10
政治","S10
魅力","S11
統率","S11
武力","S11
知力","S11
政治","S11
魅力","S12
統率","S12
武力","S12
知力","S12
政治",備註
張休,叔嗣,張休,张休,Zhāng Xiū,チョウキュウ,,,,,,,,80,34,75,44,39,35,71,82,74,45,32,71,81,74,31,70,79,75,42,35,70,79,70,63,72,86,68,51,72,81,77,58,31,74,78,56,28,74,77,73,53,27,74,77,73,63,27,74,80,
張舉,,張挙,张举,Zhāng Jǔ,チョウキョ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,56,48,62,,,,,,,,,,,,,,,79,75,56,48,
張喬,,張喬,张乔,Zhāng Qiáo,チョウキョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,65,68,51,,,,,,,,,,,,,,,
張嶷,伯岐,張嶷,张嶷,Zhāng Yí,チョウギョク,,,,,,,,41,70,64,64,23,71,65,36,59,59,73,67,72,77,76,70,76,77,72,67,73,76,75,78,74,77,80,72,65,67,70,76,73,75,76,80,74,75,77,75,79,72,74,77,76,79,72,75,77,
張鈞,,張鈞,张钧,Zhāng Jūn,チョウキン,,,,,,,,,,,,,,,,,,,,,,,,,,23,34,67,68,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
趙衢,,趙衢,赵衢,Zhào Qú,チョウク,,,,,,,,,,,57,24,61,60,58,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
張勳,,張勲,张勋,Zhāng Xūn,チョウクン,,,89,17,63,72,80,18,61,21,69,70,70,65,54,73,70,64,65,41,61,67,61,41,61,67,61,60,45,59,63,26,31,38,72,45,37,46,72,71,46,42,72,67,41,40,42,72,68,41,39,59,72,68,41,39,
張儼,子節,張儼,张俨,Zhāng Yǎn,チョウゲン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,27,79,86,,,,,,,,,,,,,,,
張虎,,張虎,张虎,Zhāng Hǔ,チョウコ,,,,,,,,57,55,45,54,23,61,57,52,41,60,60,57,53,63,69,53,43,60,56,62,54,50,63,77,36,38,51,71,42,45,51,72,74,48,44,74,73,44,46,56,75,74,41,44,61,75,74,51,34,
張郃,儁乂,張郃,张郃,Zhāng Hé,チョウコウ,,,94,52,86,32,98,69,90,61,88,77,90,62,51,63,88,93,61,54,62,93,67,54,69,83,91,63,57,69,88,74,63,75,90,66,57,72,89,90,54,53,92,88,72,54,72,90,89,69,57,71,89,89,73,57,
張紘,子綱,張紘,张纮,Zhāng Hóng,チョウコウ,,,65,90,27,66,94,94,28,88,28,30,27,87,92,86,27,19,87,96,84,13,89,95,85,25,21,85,97,82,22,87,95,86,20,87,96,83,31,11,88,96,24,14,86,95,82,24,22,86,95,82,24,22,86,95,
趙昂,,趙昂,赵昂,Zhào Áng,チョウコウ,,,,,,,,,,,73,70,72,53,49,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
趙廣,,趙広,赵广,Zhào Guǎng,チョウコウ,,,,,,,,65,71,68,70,70,73,64,53,69,68,73,65,53,69,74,55,43,66,65,67,54,48,64,53,38,42,52,64,47,51,60,68,72,53,48,65,67,54,51,60,67,71,53,53,62,67,71,53,53,
趙弘,,趙弘,赵弘,Zhào Hóng,チョウコウ,,,,,,,,,,,,,,,,,,,,,,71,42,16,29,52,66,42,18,22,,,,,71,40,21,18,59,73,35,26,57,71,30,25,11,66,72,28,22,19,66,72,28,22,
張濟,,張済,张济,Zhāng Jì,チョウサイ,,,45,70,29,17,22,67,30,31,76,72,74,59,65,71,76,70,58,65,72,70,63,66,72,70,65,59,70,71,68,62,38,58,69,49,56,56,65,70,48,56,72,64,55,57,65,70,66,52,53,55,70,66,55,53,
張氏,,張氏,张氏,Zhāng Shì,チョウシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,79,58,66,78,20,61,37,50,SAN11 家機版限定武將。
張資,,張資,张资,Zhāng Zī,チョウシ,,,,,,,,27,36,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
張緝,敬仲,張緝,张缉,Zhāng Jī,チョウシュウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,75,74,48,35,32,72,74,31,27,74,74,61,31,29,70,74,50,76,29,80,74,
張繡,,張繍,张绣,Zhāng Xiù,チョウシュウ,,,81,50,76,90,74,50,75,75,68,28,74,53,49,67,68,76,58,49,70,75,69,58,79,71,72,69,63,75,72,69,35,55,76,57,38,69,82,72,62,49,84,72,62,41,60,80,73,60,45,59,80,73,64,45,
張純,,張純,张纯,Zhāng Chún,チョウジュン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,65,36,43,,,,,,,,,,,,,,,73,81,60,36,
張遵,,張遵,张遵,Zhāng Zūn,チョウジュン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,52,48,66,67,70,60,51,65,67,66,61,59,63,68,66,59,57,,,,,
張春華,,張春華,张春华,Zhāng Chūnhuá,チョウシュンカ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9,76,72,68,60,49,79,72,
張承,仲嗣,張承,张承,Zhāng Chéng,チョウショウ,,,,,,,,42,64,57,61,27,65,41,33,53,,,,,,,,,,,,,,,,,,,67,46,48,53,76,72,74,77,75,68,75,68,72,77,70,75,73,74,77,70,75,73,
張尚,,張尚,张尚,Zhāng Shàng,チョウショウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,76,42,27,,,,,,,,,,,,,,,
張紹,,張紹,张绍,Zhāng Shào,チョウショウ,,,,,,,,,,,,,,,,,64,46,72,66,64,45,71,63,68,51,44,71,66,68,42,61,73,60,38,38,53,54,7,12,30,60,7,32,36,63,46,8,12,31,59,52,23,56,31,59,
張松,永年,張松,张松,Zhāng Sōng,チョウショウ,,,73,91,36,81,27,92,35,80,30,21,34,82,91,79,32,35,85,92,77,20,92,86,69,49,28,93,88,44,23,88,89,43,20,87,88,31,12,3,87,81,15,12,88,82,19,15,6,88,82,19,25,6,88,82,
張象,,張象,张象,Zhāng Xiàng,チョウショウ,,,,,,,,,,,,,,,,,53,57,26,48,40,57,21,49,37,,,,,,,,,,66,44,52,48,67,65,37,38,,,,,,,,,,,,,,,
張昭,子布,張昭,张昭,Zhāng Zhāo,チョウショウ,,,76,98,18,91,89,95,30,84,29,29,32,86,94,82,37,23,88,98,83,14,94,98,84,42,24,91,99,80,26,86,96,81,13,85,97,78,41,4,85,97,35,9,84,97,80,33,3,84,97,80,33,3,84,97,
張讓,,張譲,张让,Zhāng Ràng,チョウジョウ,,,,,,,,,,,,,,,,,,,,,,,,,,21,16,48,96,19,,,,,,,,,,,,,,,,,,12,1,84,66,24,32,26,84,66,
趙岑,,趙岑,赵岑,Zhào Cén,チョウシン,,,85,24,65,28,52,24,64,26,57,18,63,25,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
張任,,張任,张任,Zhāng Rèn,チョウジン,,,82,66,92,83,59,67,88,72,84,71,87,69,65,76,88,87,70,52,76,89,75,43,78,83,82,74,60,76,74,62,61,70,87,76,60,79,85,89,76,62,87,86,74,57,78,88,84,78,59,76,84,84,78,59,
張世平,,張世平,张世平,Zhāng Shìpíng,チョウセイヘイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,62,70,63,,,,,SAN11 家機版限定武將。
張節,,張節,张节,Zhāng Jié,チョウセツ,,,,,,,,,,,,,,,,,49,42,41,62,71,32,44,61,70,26,19,53,64,68,21,50,66,61,21,50,68,63,12,11,35,70,,,,,,,,,,,,,,,
貂蟬,,貂蝉,貂蝉,Diāo Chán,チョウセン,女,,,,,,,,,,1,1,1,36,63,100,,,,,,,,,,,,,,,,,,,72,80,56,100,64,27,86,73,,,,,,10,26,81,65,94,20,26,81,65,三代事件加入。
張先,,張先,张先,Zhāng Xiān,チョウセン,,,,,,,,,,,62,25,68,48,35,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
張達,,張達,张达,Zhāng Dá,チョウタツ,,,,,,,,32,34,24,39,19,50,33,36,21,,,,,,51,34,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,56,34,22,
張著,,張著,张着,Zhāng Zhù,チョウチョ,,,,,,,,33,51,38,51,20,58,35,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
張悌,巨先,張悌,张悌,Zhāng Tì,チョウテイ,,,,,,,,,,,,,,,,,77,47,71,76,74,60,67,78,79,74,49,61,77,75,68,62,81,71,68,62,81,80,78,45,80,78,74,49,81,78,83,67,43,80,78,83,67,43,80,78,
趙統,,趙統,赵统,Zhào Tǒng,チョウトウ,,,,,,,,72,78,76,61,22,70,69,57,70,63,70,67,52,69,72,56,44,65,65,64,55,50,66,56,36,40,51,62,52,50,61,65,68,66,59,60,64,65,60,57,68,67,61,54,58,68,67,61,54,
張特,子產,張特,张特,Zhāng Tè,チョウトク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,78,71,68,70,58,77,72,71,53,74,67,69,73,54,75,66,68,,,,,
張南 (蜀漢),文進,張南,张南,Zhāng Nán,チョウナン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,36,41,29,68,38,42,62,70,71,42,52,71,64,38,43,56,70,69,37,43,59,,,,,蜀武將。
張南 (東漢),,張南,张南,Zhāng Nán,チョウナン,,,,,,,,40,53,49,47,13,56,46,41,52,46,56,46,43,52,,,,,,,,,,,,,,,,,,,,,,,,,,,57,71,46,34,34,,,,,袁熙武將。
張邈,孟卓,張邈,张邈,Zhāng Miǎo,チョウバク,,,82,20,48,57,78,25,43,41,48,32,57,26,19,37,50,58,27,17,36,61,37,19,71,79,51,48,46,68,58,63,61,70,62,69,66,77,46,50,70,73,53,52,70,69,79,52,53,70,74,85,52,53,71,74,
趙範,,趙範,赵范,Zhào Fàn,チョウハン,,,67,36,53,53,66,45,50,43,49,19,52,54,58,40,48,50,53,58,41,38,63,58,45,58,40,63,61,51,43,36,58,56,46,36,59,56,18,20,35,61,21,18,33,60,56,28,21,32,58,56,28,21,32,58,
張飛,翼德,張飛,张飞,Zhāng Fēi,チョウヒ,,,98,32,99,33,36,32,99,35,83,70,99,30,18,36,79,99,39,22,39,99,45,17,44,79,99,48,24,43,96,31,26,38,98,31,26,43,83,98,35,22,86,98,33,22,44,85,98,30,22,45,94,98,30,22,
張布,,張布,张布,Zhāng Bù,チョウフ,,,,,,,,,,,,,,,,,67,72,54,50,56,73,52,40,54,63,66,51,74,29,46,68,71,26,48,65,71,38,34,22,72,64,32,31,70,67,17,31,24,71,66,41,,,,,
張苞,,張苞,张苞,Zhāng Bāo,チョウホウ,,,94,30,97,42,62,35,93,54,83,72,92,37,30,55,80,90,40,37,55,88,42,40,45,69,85,49,43,53,82,36,42,48,84,46,43,68,76,87,46,49,75,87,49,45,60,75,87,48,46,68,78,87,48,46,
張寶,,張宝,张宝,Zhāng Bǎo,チョウホウ,,,,,,,,,,,,,,,,,,,,,,82,72,42,91,78,81,76,41,91,,,,,78,77,51,90,83,70,86,72,83,69,79,60,89,83,71,81,64,82,83,71,81,76,
張曼成,,張曼成,张曼成,Zhāng Mànchéng,チョウマンセイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,83,47,39,55,73,81,45,37,53,75,81,45,47,
張楊,稚叔,張楊,张杨,Zhāng Yáng,チョウヨウ,,,,,,,,,,,62,29,64,51,43,76,,,,,,,,,,,,,,,75,68,54,60,66,65,54,62,70,72,65,63,68,70,68,60,67,72,70,62,58,68,72,70,66,58,
張翼,伯恭,張翼,张翼,Zhāng Yì,チョウヨク,,,,,,,,41,58,52,75,71,72,42,36,73,79,73,61,55,69,76,63,52,69,75,68,63,60,68,73,64,61,67,73,63,65,67,76,74,71,68,77,74,71,68,70,75,74,71,72,70,75,74,76,72,
張梁,,張梁,张梁,Zhāng Liáng,チョウリョウ,,,,,,,,,,,,,,,,,,,,,,84,60,46,89,68,81,68,42,88,,,,,80,68,45,88,81,82,68,49,78,81,69,53,85,78,80,68,52,80,78,80,74,56,
張遼,文遠,張遼,张辽,Zhāng Liáo,チョウリョウ,,,87,86,93,74,98,80,91,80,87,74,90,80,68,83,91,90,82,69,85,95,88,68,85,89,93,83,75,81,91,84,72,85,91,83,74,86,94,90,83,72,94,92,77,64,79,93,92,78,58,78,95,92,78,58,
趙累,,趙累,赵累,Zhào Léi,チョウルイ,,,,,,,,65,61,71,51,20,60,70,63,75,51,56,70,64,74,36,60,68,78,49,37,60,68,68,61,53,72,55,56,64,73,71,35,35,68,74,32,47,69,72,71,70,43,67,74,71,70,43,68,74,
張魯,公祺,張魯,张鲁,Zhāng Lǔ,チョウロ,,,74,80,71,93,64,80,70,88,73,70,72,80,69,89,77,69,81,67,91,62,83,71,93,76,44,80,74,95,52,74,83,83,53,69,84,83,41,33,69,80,48,26,72,81,89,51,26,73,78,89,51,26,74,78,
陳橫,,陳横,陈横,Chén Héng,チンオウ,,,,,,,,,,,52,23,62,48,39,56,52,62,49,38,55,64,48,31,52,38,58,47,40,49,61,31,38,42,61,31,34,42,69,66,28,31,63,64,25,28,42,64,63,26,35,43,64,63,26,35,
陳應,,陳応,陈应,Chén Yīng,チンオウ,,,89,19,57,40,68,19,62,22,53,21,63,20,14,21,,,,,,,,,,,,,,,,,,,70,42,32,24,65,70,46,30,62,69,49,27,18,62,72,45,27,40,62,72,45,27,
陳紀,,陳紀,陈纪,Chén Jì,チンキ,,,81,26,39,19,86,,,,62,28,68,42,31,52,,,,,,,,,,,,,,,,,,,,,,,64,68,41,50,58,67,46,52,31,58,65,43,48,32,58,65,43,48,
陳嬉,,陳嬉,陈嬉,Chén Xī,チンキ,,,67,23,64,34,44,24,64,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉川英治《三國志》登場人物。
陳宮,公台,陳宮,陈宫,Chén Gōng,チンキュウ,,,69,89,28,33,16,81,58,65,85,75,54,80,71,67,83,59,84,85,67,61,90,81,69,77,51,90,74,65,58,86,63,40,64,89,85,72,72,52,89,81,74,55,89,83,69,78,55,89,83,68,84,55,89,83,
陳矯,季弼,陳矯,陈矫,Chén Jiǎo,チンキョウ,,,98,80,22,16,40,79,18,73,18,9,20,68,79,71,22,16,67,79,70,21,68,74,70,21,25,67,80,69,24,68,84,68,32,74,83,63,53,32,78,82,41,26,77,84,65,61,27,76,83,64,61,27,77,83,
陳群,長文,陳羣,陈群,Chén Qún,チングン,,,73,95,31,61,93,93,49,77,70,66,50,92,81,75,71,48,91,90,74,35,93,98,80,60,38,87,99,78,56,86,94,77,20,76,94,77,21,7,72,95,28,14,78,97,77,32,14,74,96,73,32,14,75,96,
陳珪,漢瑜,陳珪,陈珪,Chén Guī,チンケイ,,,22,82,15,26,67,,,,30,11,36,68,77,79,28,18,69,77,79,11,71,79,80,22,19,71,80,78,15,70,82,76,16,82,81,68,21,5,82,80,16,5,83,79,71,15,4,82,77,76,30,4,82,77,
陳騫,休淵,陳騫,陈骞,Chén Qiān,チンケン,,,,,,,,,,,,,,,,,60,74,62,45,55,71,56,41,53,62,70,62,52,51,68,56,62,54,68,51,61,54,72,70,61,49,72,67,65,62,51,72,71,65,57,50,72,71,65,57,
陳元,,陳元,陈元,Chén Yuán,チンゲン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,68,62,,,,,,,,,,,,,,,
陳壽,承祚,陳寿,陈寿,Chén Shòu,チンジュ,,,,,,,,,,,,,,,,,,,,,,31,88,79,60,25,29,83,80,57,26,79,81,51,20,60,76,49,15,22,60,75,15,22,60,71,39,12,22,60,75,51,,,,,
陳就,,陳就,陈就,Chén Jiù,チンシュウ,,,,,,,,,,,42,59,71,45,33,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陳俊,,陳俊,陈俊,Chén Jùn,チンシュン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,65,69,52,,,,,,,,,,,,,,,
陳式,,陳式,陈式,Chén Shì,チンショク,,,,,,,,30,70,40,60,23,67,28,19,37,,,,,,67,48,39,25,47,68,52,49,20,66,26,36,25,66,26,35,26,70,71,26,27,73,67,31,27,22,70,71,25,23,30,70,71,25,23,
陳震,孝起,陳震,陈震,Chén Zhèn,チンシン,,,,,,,,78,37,42,32,18,35,65,76,39,34,36,66,77,43,57,60,71,54,58,38,64,74,32,34,56,75,78,46,63,75,73,46,48,68,76,46,54,66,76,78,46,46,68,76,73,46,46,69,76,
陳生,,陳生,陈生,Chén Shēng,チンセイ,,,,,,,,,,,57,21,65,48,31,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陳泰,玄伯,陳泰,陈泰,Chén Tài,チンタイ,,,,,,,,79,79,44,72,70,79,78,69,69,67,80,78,69,69,83,78,63,69,79,76,70,72,64,78,86,74,73,79,84,75,78,87,78,87,77,85,73,85,75,75,84,73,86,78,77,84,77,86,78,
陳到,叔至,陳到,陈到,Chén Dào,チントウ,,,,,,,,,,,,,,,,,,,,,,,,,,71,85,70,23,76,75,36,39,64,73,52,48,66,75,72,62,66,79,74,65,50,72,76,71,63,53,69,76,71,67,53,
陳登,元龍,陳登,陈登,Chén Dēng,チントウ,,,65,73,25,38,41,74,25,73,25,18,27,70,73,75,40,26,70,72,75,40,71,70,73,64,62,71,76,75,74,78,83,72,62,77,82,66,79,65,80,81,84,63,80,82,59,79,64,81,80,61,79,64,81,80,
陳表,文奧,陳表,陈表,Chén Biǎo,チンヒョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,44,76,78,62,49,74,78,70,66,42,74,78,72,66,42,74,76,
陳武,子烈,陳武,陈武,Chén Wǔ,チンブ,,,85,58,70,28,75,56,70,36,58,37,69,55,49,35,56,71,56,49,39,78,60,37,42,62,74,59,57,68,77,41,46,74,78,44,42,67,75,82,45,37,74,88,47,40,63,74,87,43,40,62,76,87,43,40,
陳蘭,,陳蘭,陈兰,Chén Lán,チンラン,,,79,31,66,25,90,30,66,36,54,20,65,32,20,32,,,,,,,,,,,,,,,60,43,41,38,69,33,32,38,67,72,56,17,65,70,43,21,26,66,69,40,24,38,66,69,40,24,
陳琳,孔璋,陳琳,陈琳,Chén Lín,チンリン,,,65,83,23,37,76,,,,55,54,23,80,66,54,53,21,80,67,56,19,84,71,56,50,28,82,75,50,27,74,86,76,17,68,83,70,9,9,71,80,8,8,73,81,72,10,9,74,78,72,25,9,75,78,
程昱,仲德,程昱,程昱,Chéng Yù,テイイク,,,55,92,35,44,45,90,26,76,85,75,25,90,71,75,82,25,91,80,74,45,93,86,75,80,39,90,90,73,53,92,91,74,20,92,89,59,70,55,92,76,77,56,92,85,50,70,49,90,79,58,70,49,90,79,
程遠志,,程遠志,程远志,Chéng Yuǎnzhì,テイエンシ,,,,,,,,,,,,,,,,,,,,,,78,41,16,43,41,74,38,20,36,,,,,75,37,21,36,74,76,22,34,68,74,18,25,28,69,74,17,24,35,69,74,17,24,
丁儀,,丁儀,丁仪,Dīng Yí,テイギ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,66,72,17,3,66,70,28,15,5,64,72,51,15,7,76,72,SAN12 家機版限定武將。
程銀,,程銀,程银,Chéng Yín,テイギン,,,79,41,60,27,24,35,70,39,63,21,68,35,30,43,63,68,35,31,45,70,31,31,39,53,62,26,37,33,58,31,37,42,64,30,37,49,73,71,49,36,76,68,46,35,46,69,73,40,36,50,69,73,40,36,
丁原,建陽,丁原,丁原,Dīng Yuán,テイゲン,,,,,,,,,,,,,,,,,,,,,,79,55,48,69,64,77,58,52,78,,,,,74,53,62,76,71,74,45,46,72,76,37,47,74,70,76,35,40,74,70,76,35,40,
禰衡,正平,禰衡,祢衡,Mí Héng,デイコウ,,,,,,,,,,,,,,,,,,,,,,20,92,88,23,77,31,95,87,20,31,78,34,28,30,70,34,20,2,6,71,64,,,,,,3,6,83,76,6,,,,,
鄭沖,文和,鄭沖,郑沖,Zhèng Chōng,テイチュウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,13,70,78,,,,,,,,,,,,,,,
鄭度,,鄭度,郑度,Zhèng Dù,テイド,,,,,,,,,,,24,10,29,60,68,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丁謐,彥靖,丁謐,丁谧,Dīng Mì,テイヒツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32,77,34,,,,,,,,,,,,,,,
程普,德謀,程普,程普,Chéng Pǔ,テイフ,,,74,84,41,76,95,84,60,87,73,82,69,81,70,85,85,68,82,72,86,80,80,73,85,81,64,76,76,83,84,71,70,81,86,76,75,86,83,84,78,76,85,83,78,73,85,84,79,79,74,85,84,79,79,74,
程武,,程武,程武,Chéng Wǔ,テイブ,,,,,,,,81,44,72,60,58,43,80,67,70,58,44,80,66,71,25,73,66,53,54,38,74,73,47,35,61,60,45,32,74,71,48,62,37,75,71,52,33,76,71,51,56,35,75,71,45,56,35,75,71,
程秉,德樞,程秉,程秉,Chéng Bǐng,テイヘイ,,,,,,,,75,18,76,18,9,20,62,73,75,21,17,68,69,78,21,67,64,75,22,25,67,67,69,24,65,75,68,24,62,75,66,14,14,69,72,17,13,66,71,66,16,15,71,72,65,,,,,
丁封,,丁封,丁封,Dīng Fēng,テイホウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,52,43,56,67,72,51,38,67,68,52,41,59,66,66,53,39,61,66,66,53,39,
丁奉,承淵,丁奉,丁奉,Dīng Fèng,テイホウ,,,81,81,22,29,47,72,44,67,70,70,75,65,74,71,68,80,64,72,71,84,68,75,72,70,77,64,77,69,80,76,56,70,81,71,55,71,80,83,75,40,81,84,70,54,56,81,80,71,55,56,81,80,75,55,
徹里吉,,徹里吉,彻里吉,Chè Lǐjí,テツリキツ,,羌,,,,,,,,,,,,,,,62,78,35,29,40,81,49,29,53,77,74,28,21,53,60,54,47,58,64,52,47,58,,,,,,,,,,,,,,,83,67,52,63,
典韋,,典韋,典韦,Diǎn Wéi,テンイ,,,95,28,96,32,19,31,97,52,84,74,96,33,21,54,74,97,33,20,56,98,31,17,57,61,96,34,20,50,94,31,26,45,93,35,31,61,68,93,31,29,59,94,34,31,56,56,95,35,29,58,72,95,35,29,
田楷,,田楷,田楷,Tián Kǎi,デンカイ,,,,,,,,,,,,,,,,,,,,,,,,,,61,59,51,43,56,66,54,53,62,65,54,56,62,71,65,53,66,71,63,57,59,62,68,65,56,61,63,68,65,58,61,
田章,,田章,田章,Tián Zhāng,デンショウ,,,,,,,,,,,53,25,68,45,39,46,,,,,,,,,,,,,,,,,,,,,,,66,64,42,46,,,,,,,,,,,,,,,
田續,,田続,田续,Tián Xù,デンゾク,,,,,,,,,,,58,23,67,49,41,42,60,62,50,39,51,62,50,29,40,66,57,49,31,29,56,32,35,27,56,34,31,32,49,61,56,14,47,61,55,19,7,47,60,55,15,32,,,,,
田疇,子泰,田疇,田畴,Tián Chóu,デンチュウ,,,,,,,,,,,75,70,70,47,58,76,72,73,47,59,76,74,52,62,76,69,67,51,62,71,68,70,64,74,66,70,73,74,68,66,74,78,68,64,72,73,74,66,66,72,76,74,66,66,73,76,
田豐,元皓,田豊,田丰,Tián Fēng,デンポウ,,,87,82,62,46,23,90,46,78,88,73,45,90,71,75,84,44,92,82,74,47,95,83,77,81,41,96,83,74,32,89,84,68,30,88,85,68,58,39,95,90,60,32,93,87,62,72,29,93,87,64,72,29,93,87,
典滿,,典満,典满,Diǎn Mǎn,テンマン,,,,,,,,26,80,49,65,24,72,27,20,48,,,,,,,,,,,,,,,,,,,73,40,38,50,55,72,36,27,52,74,38,25,56,51,73,39,26,52,51,73,39,26,
田豫,國讓,田豫,田豫,Tián Yù,デンヨ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,58,62,58,76,71,78,74,80,62,83,72,75,80,72,80,78,75,80,72,80,78,
土安,,土安,土安,Tǔ Ān,ドアン,,南蠻,,,,,,,,,,,,,,,57,72,14,19,17,78,13,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,82,30,16,
董允,休昭,董允,董允,Dǒng Yǔn,トウイン,,,82,86,20,65,79,86,21,72,68,67,23,86,85,70,67,18,85,87,70,19,84,90,70,64,26,78,89,73,25,77,89,72,27,76,86,73,32,29,77,90,38,22,78,91,72,47,28,78,91,79,47,28,79,91,
滕胤,承嗣,滕胤,滕胤,Téng Yìn,トウイン,,,,,,,,,,,,,,,,,42,14,68,79,66,21,67,76,63,34,42,68,78,64,41,66,81,61,40,66,80,61,34,40,76,78,32,41,71,76,64,29,41,71,76,64,25,55,72,84,SAN12 家機版限定武將。
董和,幼宰,董和,董和,Dǒng Hé,トウカ,,,,,,,,70,36,76,54,16,69,57,69,53,52,70,56,70,53,60,66,70,51,48,64,53,74,43,36,56,83,73,37,73,83,70,65,41,74,82,59,35,73,84,71,57,34,74,87,76,57,34,75,87,
鄧艾,士載,鄧艾,邓艾,Dèng Ài,トウガイ,,,,,,,,94,86,79,87,75,85,93,81,74,93,85,93,81,75,87,94,88,75,94,82,92,85,74,87,90,90,68,88,92,82,77,91,88,92,76,94,87,89,82,70,94,87,89,81,70,93,87,89,81,
董禧,,董禧,董禧,Dǒng Xǐ,トウキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,46,49,42,,,,,,,,,,,,,,,,,,,
鄧義,,鄧義,邓义,Dèng Yì,トウギ,,,,,,,,26,63,51,53,17,61,25,19,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黨均,,党均,党均,Dǎng Jūn,トウキン,,,,,,,,,,,,,,,,,51,49,60,41,44,40,60,40,42,,,,,,,,,,39,81,71,70,38,23,78,59,33,19,81,73,41,33,24,77,59,47,,,,,
董厥,龔襲,董厥,董厥,Dǒng Jué,トウケツ,,,,,,,,,,,,,,,,,68,60,70,71,63,60,71,70,64,66,50,76,74,62,64,61,78,53,68,66,63,67,72,66,78,80,67,61,75,80,63,65,59,76,78,66,65,59,76,78,
鄧賢,,鄧賢,邓贤,Dèng Xián,トウケン,,,74,59,33,30,30,67,68,58,66,25,69,65,70,60,64,69,66,70,61,68,61,61,67,65,59,61,65,66,62,33,36,46,72,41,36,48,67,72,49,38,63,70,45,36,49,61,73,45,36,51,61,73,45,36,
陶謙,恭祖,陶謙,陶谦,Táo Qiān,トウケン,,,28,76,15,75,29,62,51,78,42,21,53,57,64,75,53,39,59,63,75,31,60,65,75,51,32,61,67,75,72,51,49,46,58,64,74,82,47,37,68,57,50,33,65,65,77,51,27,63,63,77,51,27,64,63,
董衡,,董衡,董衡,Dǒng Héng,トウコウ,,,,,,,,43,81,75,72,71,80,45,42,74,75,70,44,37,74,70,41,36,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
